@cycle_counter=0 	HTRANS=IDLE 	HBURST=SINGLE 	HSIZE=Byte 	burst_length=x 	HWRITE=x 	HADDR=xxxxxxxx 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=x 	HRESP=OKAY 	data=xxxxxxxxxxxxxxxx 	data_buffer=xxxxxxxxxxxxxxxx 	@local_cycle_counter=0 
@cycle_counter=286 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx23222120 	data_buffer=1f1e1d1cxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=287 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2cxxxxxxxx 	data_buffer=xxxxxxxx23222120 	@local_cycle_counter=6 
@cycle_counter=288 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a2928xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx33323130 	data_buffer=2f2e2d2cxxxxxxxx 	@local_cycle_counter=7 
@cycle_counter=289 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3cxxxxxxxx 	data_buffer=xxxxxxxx33323130 	@local_cycle_counter=8 
@cycle_counter=290 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3axxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx43424140 	data_buffer=3f3e3d3cxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=291 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000024 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4241403f 	HREADY=1 	HRESP=OKAY 	data=4f4e4d4cxxxxxxxx 	data_buffer=xxxxxxxx43424140 	@local_cycle_counter=10 
@cycle_counter=292 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=4f4e4d4cxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx53525150 	data_buffer=4f4e4d4cxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=293 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=0000002c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx54535251 	HREADY=1 	HRESP=OKAY 	data=5f5e5d5cxxxxxxxx 	data_buffer=xxxxxxxx53525150 	@local_cycle_counter=12 
@cycle_counter=294 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=61605f5exxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx63626160 	data_buffer=5f5e5d5cxxxxxxxx 	@local_cycle_counter=13 
@cycle_counter=295 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000034 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx66656463 	HREADY=1 	HRESP=OKAY 	data=6f6e6d6cxxxxxxxx 	data_buffer=xxxxxxxx63626160 	@local_cycle_counter=14 
@cycle_counter=296 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=73727170xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx73727170 	data_buffer=6f6e6d6cxxxxxxxx 	@local_cycle_counter=15 
@cycle_counter=297 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=0000003c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx78777675 	HREADY=1 	HRESP=OKAY 	data=7f7e7d7cxxxxxxxx 	data_buffer=xxxxxxxx73727170 	@local_cycle_counter=16 
@cycle_counter=298 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000040 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=85848382xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx83828180 	data_buffer=7f7e7d7cxxxxxxxx 	@local_cycle_counter=17 
@cycle_counter=299 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000044 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx8a898887 	HREADY=1 	HRESP=OKAY 	data=8f8e8d8cxxxxxxxx 	data_buffer=xxxxxxxx83828180 	@local_cycle_counter=18 
@cycle_counter=300 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000048 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=97969594xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx93929190 	data_buffer=8f8e8d8cxxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=301 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000005 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx9c9b9a99 	HREADY=1 	HRESP=OKAY 	data=070605xxxxxxxxxx 	data_buffer=xxxxxxxx93929190 	@local_cycle_counter=1 
@cycle_counter=302 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=a9a8a7xxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=070605xxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=303 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=070605xxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=304 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=0706050403020100 	HREADY=1 	HRESP=OKAY 	data=1716151413121110 	data_buffer=0f0e0d0c0b0a0908 	@local_cycle_counter=3 
@cycle_counter=305 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100f0e0d0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=4 
@cycle_counter=306 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=1918171615141312 	HREADY=1 	HRESP=OKAY 	data=2726252423222120 	data_buffer=1f1e1d1c1b1a1918 	@local_cycle_counter=5 
@cycle_counter=307 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201f1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2c2b2a2928 	data_buffer=2726252423222120 	@local_cycle_counter=6 
@cycle_counter=308 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a292827262524 	HREADY=1 	HRESP=OKAY 	data=3736353433323130 	data_buffer=2f2e2d2c2b2a2928 	@local_cycle_counter=7 
@cycle_counter=309 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=34333231302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3c3b3a3938 	data_buffer=3736353433323130 	@local_cycle_counter=8 
@cycle_counter=310 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000040 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3a39383736 	HREADY=1 	HRESP=OKAY 	data=4746454443424140 	data_buffer=3f3e3d3c3b3a3938 	@local_cycle_counter=9 
@cycle_counter=311 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000048 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=464544434241403f 	HREADY=1 	HRESP=OKAY 	data=4f4e4d4c4b4a4948 	data_buffer=4746454443424140 	@local_cycle_counter=10 
@cycle_counter=312 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000050 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=4f4e4d4c4b4a4948 	HREADY=1 	HRESP=OKAY 	data=5756555453525150 	data_buffer=4f4e4d4c4b4a4948 	@local_cycle_counter=11 
@cycle_counter=313 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000058 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=5857565554535251 	HREADY=1 	HRESP=OKAY 	data=5f5e5d5c5b5a5958 	data_buffer=5756555453525150 	@local_cycle_counter=12 
@cycle_counter=314 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000060 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=61605f5e5d5c5b5a 	HREADY=1 	HRESP=OKAY 	data=6766656463626160 	data_buffer=5f5e5d5c5b5a5958 	@local_cycle_counter=13 
@cycle_counter=315 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000068 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=6a69686766656463 	HREADY=1 	HRESP=OKAY 	data=6f6e6d6c6b6a6968 	data_buffer=6766656463626160 	@local_cycle_counter=14 
@cycle_counter=316 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000070 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=737271706f6e6d6c 	HREADY=1 	HRESP=OKAY 	data=7776757473727170 	data_buffer=6f6e6d6c6b6a6968 	@local_cycle_counter=15 
@cycle_counter=317 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000078 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=7c7b7a7978777675 	HREADY=1 	HRESP=OKAY 	data=7f7e7d7c7b7a7978 	data_buffer=7776757473727170 	@local_cycle_counter=16 
@cycle_counter=318 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000080 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=8584838281807f7e 	HREADY=1 	HRESP=OKAY 	data=8786858483828180 	data_buffer=7f7e7d7c7b7a7978 	@local_cycle_counter=17 
@cycle_counter=319 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000088 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=8e8d8c8b8a898887 	HREADY=1 	HRESP=OKAY 	data=8f8e8d8c8b8a8988 	data_buffer=8786858483828180 	@local_cycle_counter=18 
@cycle_counter=320 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000090 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=9796959493929190 	HREADY=1 	HRESP=OKAY 	data=9796959493929190 	data_buffer=8f8e8d8c8b8a8988 	@local_cycle_counter=19 
@cycle_counter=321 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Doubleword 	burst_length=20 	HWRITE=0 	HADDR=00000098 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=a09f9e9d9c9b9a99 	HREADY=1 	HRESP=OKAY 	data=9f9e9d9c9b9a9998 	data_buffer=9796959493929190 	@local_cycle_counter=0 

@cycle_counter=322 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Doubleword 	burst_length=1 	HWRITE=0 	HADDR=00000003 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=a9a8a7a6a5a4a3a2 	HREADY=1 	HRESP=OKAY 	data=0706050403xxxxxx 	data_buffer=9796959493929190 	@local_cycle_counter=0 

@cycle_counter=323 	HTRANS=IDLE 	HBURST=SINGLE 	HSIZE=Byte 	burst_length=0 	HWRITE=x 	HADDR=xxxxxxxx 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=b2b1b0afaexxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxxxxx 	data_buffer=9796959493929190 	@local_cycle_counter=0 

@cycle_counter=324 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Doubleword 	burst_length=1 	HWRITE=0 	HADDR=00000009 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=07060504030201xx 	data_buffer=9796959493929190 	@local_cycle_counter=0 

@cycle_counter=325 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Doubleword 	burst_length=1 	HWRITE=1 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=07060504030201xx 	HREADY=1 	HRESP=OKAY 	data=0706050403020100 	data_buffer=9796959493929190 	@local_cycle_counter=0 

@cycle_counter=326 	HTRANS=NONSEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=00000007 	HWDATA=0706050403020100 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=07xxxxxxxxxxxxxx 	data_buffer=0706050403020100 	@local_cycle_counter=1 
@cycle_counter=327 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=00000008 	HWDATA=07xxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxxx08 	data_buffer=07xxxxxxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=328 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=00000009 	HWDATA=xxxxxxxxxxxxxx08 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx11xx 	data_buffer=xxxxxxxxxxxxxx08 	@local_cycle_counter=3 
@cycle_counter=329 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxx11xx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxx1axxxx 	data_buffer=xxxxxxxxxxxx11xx 	@local_cycle_counter=4 
@cycle_counter=330 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=0000000b 	HWDATA=xxxxxxxxxx1axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx23xxxxxx 	data_buffer=xxxxxxxxxx1axxxx 	@local_cycle_counter=5 
@cycle_counter=331 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx23xxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxx2cxxxxxxxx 	data_buffer=xxxxxxxx23xxxxxx 	@local_cycle_counter=6 
@cycle_counter=332 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=0000000d 	HWDATA=xxxxxx2cxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx35xxxxxxxxxx 	data_buffer=xxxxxx2cxxxxxxxx 	@local_cycle_counter=7 
@cycle_counter=333 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Byte 	burst_length=8 	HWRITE=1 	HADDR=0000000e 	HWDATA=xxxx35xxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xx3exxxxxxxxxxxx 	data_buffer=xxxx35xxxxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=334 	HTRANS=NONSEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000001 	HWDATA=xx3exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx01xx 	data_buffer=xx3exxxxxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=335 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000002 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx01xx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0b0axxxx 	data_buffer=xxxxxxxxxxxx01xx 	@local_cycle_counter=2 
@cycle_counter=336 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0302xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx1514xxxxxxxx 	data_buffer=xxxxxxxx0b0axxxx 	@local_cycle_counter=3 
@cycle_counter=337 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000006 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx0e0dxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1f1exxxxxxxxxxxx 	data_buffer=xxxx1514xxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=338 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=1918xxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx2120 	data_buffer=1f1exxxxxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=339 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx1c1b 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2b2axxxx 	data_buffer=xxxxxxxxxxxx2120 	@local_cycle_counter=6 
@cycle_counter=340 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx2726xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx3534xxxxxxxx 	data_buffer=xxxxxxxx2b2axxxx 	@local_cycle_counter=7 
@cycle_counter=341 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000000e 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx3231xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3f3exxxxxxxxxxxx 	data_buffer=xxxx3534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=342 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3cxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx4140 	data_buffer=3f3exxxxxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=343 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000012 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx403f 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4b4axxxx 	data_buffer=xxxxxxxxxxxx4140 	@local_cycle_counter=10 
@cycle_counter=344 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4b4axxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx5554xxxxxxxx 	data_buffer=xxxxxxxx4b4axxxx 	@local_cycle_counter=11 
@cycle_counter=345 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000016 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx5655xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=5f5exxxxxxxxxxxx 	data_buffer=xxxx5554xxxxxxxx 	@local_cycle_counter=12 
@cycle_counter=346 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=6160xxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx6160 	data_buffer=5f5exxxxxxxxxxxx 	@local_cycle_counter=13 
@cycle_counter=347 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000001a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx6463 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6b6axxxx 	data_buffer=xxxxxxxxxxxx6160 	@local_cycle_counter=14 
@cycle_counter=348 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx6f6exxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx7574xxxxxxxx 	data_buffer=xxxxxxxx6b6axxxx 	@local_cycle_counter=15 
@cycle_counter=349 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Halfword 	burst_length=16 	HWRITE=0 	HADDR=0000001e 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx7a79xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=7f7exxxxxxxxxxxx 	data_buffer=xxxx7574xxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=350 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Word 	burst_length=1 	HWRITE=0 	HADDR=00000003 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=8584xxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx03xxxxxx 	data_buffer=xxxx7574xxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=351 	HTRANS=NONSEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000006 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx8axxxxxx 	HREADY=1 	HRESP=OKAY 	data=0706xxxxxxxxxxxx 	data_buffer=xxxxxxxx03xxxxxx 	@local_cycle_counter=1 
@cycle_counter=352 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000008 	HWDATA=0706xxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx0908 	data_buffer=0706xxxxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=353 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxx0908 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx1312xxxx 	data_buffer=xxxxxxxxxxxx0908 	@local_cycle_counter=3 
@cycle_counter=354 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx1312xxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx1d1cxxxxxxxx 	data_buffer=xxxxxxxx1312xxxx 	@local_cycle_counter=4 
@cycle_counter=355 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=0000000e 	HWDATA=xxxx1d1cxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=2726xxxxxxxxxxxx 	data_buffer=xxxx1d1cxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=356 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000010 	HWDATA=2726xxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx2928 	data_buffer=2726xxxxxxxxxxxx 	@local_cycle_counter=6 
@cycle_counter=357 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000012 	HWDATA=xxxxxxxxxxxx2928 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx3332xxxx 	data_buffer=xxxxxxxxxxxx2928 	@local_cycle_counter=7 
@cycle_counter=358 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Halfword 	burst_length=8 	HWRITE=1 	HADDR=00000014 	HWDATA=xxxxxxxx3332xxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx3d3cxxxxxxxx 	data_buffer=xxxxxxxx3332xxxx 	@local_cycle_counter=0 

